filename,relative_path,video_id,label,split
0eDJFB70peE_seg_000.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_000.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_001.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_001.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_002.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_002.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_003.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_003.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_004.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_004.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_006.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_006.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_007.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_007.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_009.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_009.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_010.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_010.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_012.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_012.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_014.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_014.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_016.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_016.wav,0eDJFB70peE,spasmodic_dysphonia,train
0eDJFB70peE_seg_017.wav,data/processed/train_set/spasmodic_dysphonia/0eDJFB70peE_seg_017.wav,0eDJFB70peE,spasmodic_dysphonia,train
1gqAGauWj4U_seg_000.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_000.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_001.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_001.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_002.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_002.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_003.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_003.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_004.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_004.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_005.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_005.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_006.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_006.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_007.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_007.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_008.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_008.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_009.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_009.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_010.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_010.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_011.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_011.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_012.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_012.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_013.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_013.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_014.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_014.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_015.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_015.wav,1gqAGauWj4U,spasmodic_dysphonia,train
1gqAGauWj4U_seg_016.wav,data/processed/train_set/spasmodic_dysphonia/1gqAGauWj4U_seg_016.wav,1gqAGauWj4U,spasmodic_dysphonia,train
