filename,relative_path,video_id,label,split
7OHCOFFUamQ_seg_000.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_000.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_001.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_001.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_002.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_002.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_003.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_003.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_004.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_004.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_005.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_005.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_006.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_006.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_007.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_007.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_008.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_008.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_009.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_009.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_010.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_010.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_011.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_011.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_012.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_012.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_013.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_013.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_014.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_014.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_015.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_015.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_016.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_016.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_017.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_017.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_018.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_018.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_019.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_019.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_020.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_020.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_021.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_021.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_022.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_022.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_023.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_023.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_024.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_024.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_025.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_025.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_026.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_026.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_027.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_027.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_028.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_028.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_029.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_029.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_030.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_030.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_031.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_031.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_032.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_032.wav,7OHCOFFUamQ,normal_speech,train
7OHCOFFUamQ_seg_033.wav,data/processed/train_set/normal_speech/7OHCOFFUamQ_seg_033.wav,7OHCOFFUamQ,normal_speech,train
