filename,relative_path,video_id,label,split
0wEoXWnHJjs_seg_000.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_000.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_001.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_001.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_003.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_003.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_004.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_004.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_005.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_005.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_006.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_006.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_007.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_007.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_008.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_008.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_009.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_009.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_010.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_010.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_011.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_011.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_012.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_012.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_013.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_013.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_014.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_014.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_015.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_015.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_016.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_016.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_017.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_017.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_018.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_018.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_019.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_019.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_020.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_020.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_021.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_021.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_022.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_022.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_023.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_023.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_024.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_024.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_025.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_025.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_026.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_026.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_027.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_027.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_028.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_028.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_029.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_029.wav,0wEoXWnHJjs,stuttering,train
0wEoXWnHJjs_seg_030.wav,data/processed/train_set/stuttering/0wEoXWnHJjs_seg_030.wav,0wEoXWnHJjs,stuttering,train
