filename,relative_path,video_id,segment_index,label,clean_status,sha256,sample_rate,channels,sample_width_bytes,n_frames,duration_s,rms_dbfs,silence_ratio,clipping_ratio
0wEoXWnHJjs_seg_000.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_000.wav,0wEoXWnHJjs,000,stuttering,clean_pool,57226b92b1f9d4446ba72cafa8d971235f48443e3d5386693eb7d5c90c9f1457,16000,1,2,48000,3.0,-25.94,0.3569,0.0
0wEoXWnHJjs_seg_001.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_001.wav,0wEoXWnHJjs,001,stuttering,clean_pool,a8f5a948b33aa0cd7239ab4dcfdc7b5ef391329a0bdcbc790b6ce194e698cf05,16000,1,2,48000,3.0,-27.66,0.4615,0.0
0wEoXWnHJjs_seg_003.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_003.wav,0wEoXWnHJjs,003,stuttering,clean_pool,cc1e415033d2869b4b6e6c1a27eaa81020eb03c37505058ac6caf4824cfb5fc4,16000,1,2,48000,3.0,-26.36,0.4345,0.0
0wEoXWnHJjs_seg_004.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_004.wav,0wEoXWnHJjs,004,stuttering,clean_pool,3a4148f677820e070e8726f89690667a378e608f1175064939b26e3d5c54efcc,16000,1,2,48000,3.0,-27.36,0.4631,0.0
0wEoXWnHJjs_seg_005.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_005.wav,0wEoXWnHJjs,005,stuttering,clean_pool,81c8548a711f3afb3f4466c7a8e2d8c4c91cd0bbd0e7ce4ad62575a16ce84017,16000,1,2,48000,3.0,-27.32,0.4656,0.0
0wEoXWnHJjs_seg_006.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_006.wav,0wEoXWnHJjs,006,stuttering,clean_pool,c99c9edd091daaa89ab048d12d9a0d7fe78661f0e1883309b36271e8171fd8b5,16000,1,2,48000,3.0,-25.52,0.3144,0.0
0wEoXWnHJjs_seg_007.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_007.wav,0wEoXWnHJjs,007,stuttering,clean_pool,f646f380e349528824708fbd015e704a59fea13f231b81e4c62665fb04e784a1,16000,1,2,48000,3.0,-26.82,0.3471,0.0
0wEoXWnHJjs_seg_008.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_008.wav,0wEoXWnHJjs,008,stuttering,clean_pool,f1929d09ad31f3ce5d1ec12ddb5713d4819fa90bd2ca34db5dd5a72fc5facc02,16000,1,2,48000,3.0,-27.25,0.5933,0.0
0wEoXWnHJjs_seg_009.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_009.wav,0wEoXWnHJjs,009,stuttering,clean_pool,52c5dbfda980537bfd2b3932a8988899af50988b069fb7bba305a5faa9ec7756,16000,1,2,48000,3.0,-25.01,0.402,0.0
0wEoXWnHJjs_seg_010.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_010.wav,0wEoXWnHJjs,010,stuttering,clean_pool,e7aa4272495671550ba0b19399d312162585a594b092753f9ce8249d760a1013,16000,1,2,48000,3.0,-27.72,0.5517,0.0
0wEoXWnHJjs_seg_011.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_011.wav,0wEoXWnHJjs,011,stuttering,clean_pool,9690f829308a3189ac6cfce35a1942b7a19a3f416f88b15b008c11811bce91b4,16000,1,2,48000,3.0,-25.91,0.3386,0.0
0wEoXWnHJjs_seg_012.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_012.wav,0wEoXWnHJjs,012,stuttering,clean_pool,966624f7937138872f99bfdc5121a1b4ac1d4b319a25d9776fc986e25aa38658,16000,1,2,48000,3.0,-27.68,0.4253,0.0
0wEoXWnHJjs_seg_013.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_013.wav,0wEoXWnHJjs,013,stuttering,clean_pool,d506abf864a36663422c549b3b791bc4232ffa505f2a22ac3a915ea4d44135a0,16000,1,2,48000,3.0,-28.34,0.643,0.0
0wEoXWnHJjs_seg_014.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_014.wav,0wEoXWnHJjs,014,stuttering,clean_pool,6c3fb4a8353377f76f05c0bf55a78d5893af585aa3ff5559f723b50b7093f8b6,16000,1,2,48000,3.0,-27.2,0.5572,0.0
0wEoXWnHJjs_seg_015.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_015.wav,0wEoXWnHJjs,015,stuttering,clean_pool,d1b29fe9f316927a386723bfc1259f299ec37609b10aaa7b39e5c4743690be11,16000,1,2,48000,3.0,-30.03,0.7916,0.0
0wEoXWnHJjs_seg_016.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_016.wav,0wEoXWnHJjs,016,stuttering,clean_pool,3ddb130a17c1665f851018ca0a08c3b56451c88e6bc3aa1c84ab93cddf3cc045,16000,1,2,48000,3.0,-27.08,0.4609,0.0
0wEoXWnHJjs_seg_017.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_017.wav,0wEoXWnHJjs,017,stuttering,clean_pool,768991702ebd88d6a44ddcc580fa63e29260f8d04345ebd87567cbfb124905e6,16000,1,2,48000,3.0,-26.39,0.3248,0.0
0wEoXWnHJjs_seg_018.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_018.wav,0wEoXWnHJjs,018,stuttering,clean_pool,e6a699c3c1546a4d0d2884dc17fe146a29be8d010937b77d4aecfa98c2518ea9,16000,1,2,48000,3.0,-25.7,0.3617,0.0
0wEoXWnHJjs_seg_019.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_019.wav,0wEoXWnHJjs,019,stuttering,clean_pool,70b04b952a6a8f19ec6da8b5a92238a07755cd5918df67c09803c93196b4140f,16000,1,2,48000,3.0,-27.1,0.5221,0.0
0wEoXWnHJjs_seg_020.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_020.wav,0wEoXWnHJjs,020,stuttering,clean_pool,166b97cc050b760caeca698963f2212c694df197f992935b8a05356445915bc0,16000,1,2,48000,3.0,-28.61,0.7742,0.0
0wEoXWnHJjs_seg_021.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_021.wav,0wEoXWnHJjs,021,stuttering,clean_pool,f6b042809281d64475e9566f1191dbdd9d61adb15a8961107025e274f1b86b7d,16000,1,2,48000,3.0,-25.25,0.4004,0.0
0wEoXWnHJjs_seg_022.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_022.wav,0wEoXWnHJjs,022,stuttering,clean_pool,587ad1c1dbf2202572e205b512d7d063b205b89da3f64609e234856167625df4,16000,1,2,48000,3.0,-27.25,0.3319,0.0
0wEoXWnHJjs_seg_023.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_023.wav,0wEoXWnHJjs,023,stuttering,clean_pool,23881fcfedc5d90e98a5ced741e6ab2abdccb03491ab5e48208d1a2d2a71454f,16000,1,2,48000,3.0,-28.22,0.5474,0.0
0wEoXWnHJjs_seg_024.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_024.wav,0wEoXWnHJjs,024,stuttering,clean_pool,9e7320293269d2562b5f3c8fb1c5498612538d1f9ee10f4c6e0a1b6d2b30142a,16000,1,2,48000,3.0,-28.18,0.5082,0.0
0wEoXWnHJjs_seg_025.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_025.wav,0wEoXWnHJjs,025,stuttering,clean_pool,7b41d01db6b090bac7364343a8f15fe458fd5e68300dad47496cd0430052d5e7,16000,1,2,48000,3.0,-25.39,0.4544,0.0
0wEoXWnHJjs_seg_026.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_026.wav,0wEoXWnHJjs,026,stuttering,clean_pool,42a07275ffa9cb4cb35c899dccba24a6c0f6bcbabe31b4195dda66836834b2ab,16000,1,2,48000,3.0,-25.94,0.3952,0.0
0wEoXWnHJjs_seg_027.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_027.wav,0wEoXWnHJjs,027,stuttering,clean_pool,c90adade01f21ba8e7f0b3ffabfdc8d7fe32460c05adfc1b1160522c9ade4079,16000,1,2,48000,3.0,-26.56,0.3644,0.0
0wEoXWnHJjs_seg_028.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_028.wav,0wEoXWnHJjs,028,stuttering,clean_pool,94215c5539989be6e8f903b6af9898bee65a493fc92b4dc967aa28d1ca752771,16000,1,2,48000,3.0,-28.32,0.388,0.0
0wEoXWnHJjs_seg_029.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_029.wav,0wEoXWnHJjs,029,stuttering,clean_pool,46a19a97c4ab9ae5fdda831fa6a0bd1139dfd9d94303df012a6b7b90ac0d4edb,16000,1,2,48000,3.0,-28.43,0.437,0.0
0wEoXWnHJjs_seg_030.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_030.wav,0wEoXWnHJjs,030,stuttering,clean_pool,694d9852940f4fab1be59974a7ef7605cd3becb420fea74df8908902abbd890b,16000,1,2,48000,3.0,-23.56,0.3113,0.0
0wEoXWnHJjs_seg_031.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_031.wav,0wEoXWnHJjs,031,stuttering,clean_pool,81012f4d66da081eeaaaef610bc7f42a72dca2568292ed07b4f74add6eafa198,16000,1,2,48000,3.0,-25.8,0.4055,0.0
0wEoXWnHJjs_seg_032.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_032.wav,0wEoXWnHJjs,032,stuttering,clean_pool,b22baef952031e33931637aa54cb6d2af382e85ae0ba935facac06ea04d686f3,16000,1,2,48000,3.0,-29.02,0.6338,0.0
0wEoXWnHJjs_seg_033.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_033.wav,0wEoXWnHJjs,033,stuttering,clean_pool,4f845050b07055000995b6b7d256cacdb56c3a178a7cd2715dd4664354994e5d,16000,1,2,48000,3.0,-27.24,0.4143,0.0
0wEoXWnHJjs_seg_034.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_034.wav,0wEoXWnHJjs,034,stuttering,clean_pool,41dc18ff36f0c1a61fab9fda00f5d5ceca242f8fd4bfad917ef9b08fafe41dee,16000,1,2,48000,3.0,-24.88,0.5039,0.0
0wEoXWnHJjs_seg_035.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_035.wav,0wEoXWnHJjs,035,stuttering,clean_pool,081af35bc4949bc34b03bc7072b091366a1eb5fc30c570161eadfa2cda072f8b,16000,1,2,48000,3.0,-26.84,0.4149,0.0
0wEoXWnHJjs_seg_036.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_036.wav,0wEoXWnHJjs,036,stuttering,clean_pool,57beac30d5dfefe30ebaeb9262feb27d395f2c950ce603eb132bc0f87206ed10,16000,1,2,48000,3.0,-27.25,0.4758,0.0
0wEoXWnHJjs_seg_037.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_037.wav,0wEoXWnHJjs,037,stuttering,clean_pool,72bb095b9aab956500f00563934bee1b8e9e33d494b6b132c13469c9a4d6eec5,16000,1,2,48000,3.0,-24.96,0.3324,0.0
0wEoXWnHJjs_seg_038.wav,data/interim/segmented_clean_relaxed/stuttering/0wEoXWnHJjs_seg_038.wav,0wEoXWnHJjs,038,stuttering,clean_pool,ab9afd8d19514b328dcc538c949938e1c0e2b7cc32ba0af6fd1b1948f5d374b9,16000,1,2,48000,3.0,-24.79,0.1542,0.0
