filename,relative_path,video_id,segment_index,label,clean_status,sha256,sample_rate,channels,sample_width_bytes,n_frames,duration_s,rms_dbfs,silence_ratio,clipping_ratio
7OHCOFFUamQ_seg_000.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_000.wav,7OHCOFFUamQ,000,normal_speech,clean_pool,ebbe2f7e6de13874ee3100cc7a2df7614c85bcdd7f5248ee76ebc3e3441fddd2,16000,1,2,48000,3.0,-17.21,0.0892,0.0
7OHCOFFUamQ_seg_001.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_001.wav,7OHCOFFUamQ,001,normal_speech,clean_pool,75672515fae1a96ae0b1115792fae78e37d0e28aed45550c50a31ac322b16028,16000,1,2,48000,3.0,-15.21,0.1645,0.0
7OHCOFFUamQ_seg_002.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_002.wav,7OHCOFFUamQ,002,normal_speech,clean_pool,6a056a067704bd04b019050c0f8d2e66eb335d9ef305655cbc5857b128e2fc11,16000,1,2,48000,3.0,-15.39,0.152,0.0
7OHCOFFUamQ_seg_003.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_003.wav,7OHCOFFUamQ,003,normal_speech,clean_pool,f4dd37488528ac7b45d2e16a99f62c76f28218ece198431e052f36ac017fcfd2,16000,1,2,48000,3.0,-14.66,0.1633,0.0
7OHCOFFUamQ_seg_004.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_004.wav,7OHCOFFUamQ,004,normal_speech,clean_pool,557c1929ea987fe7f73be1975ffc42d9992655de8c7bfa0a311ea46ab7153eab,16000,1,2,48000,3.0,-14.96,0.0849,0.0
7OHCOFFUamQ_seg_005.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_005.wav,7OHCOFFUamQ,005,normal_speech,clean_pool,bc61c074e699f0ed31bc762a7d643af044b7ab830af305e2a1fad4e3085787ed,16000,1,2,48000,3.0,-15.83,0.1288,0.0
7OHCOFFUamQ_seg_006.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_006.wav,7OHCOFFUamQ,006,normal_speech,clean_pool,784e86d63bb55a6c5d2be689bee20651fd076937adc1c0828ee74192dd9d8ab6,16000,1,2,48000,3.0,-14.87,0.1226,0.0
7OHCOFFUamQ_seg_007.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_007.wav,7OHCOFFUamQ,007,normal_speech,clean_pool,983823d9d91249ae25d48ae140bdb9ebbcc2f9c7c918c1f7b19b6b1da2aac9da,16000,1,2,48000,3.0,-15.29,0.0966,0.0
7OHCOFFUamQ_seg_008.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_008.wav,7OHCOFFUamQ,008,normal_speech,clean_pool,753648f5bf9aa04f9c1a934935d0e0b6d6f291343b8283cb397764cd3053a3df,16000,1,2,48000,3.0,-15.27,0.1577,0.0
7OHCOFFUamQ_seg_009.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_009.wav,7OHCOFFUamQ,009,normal_speech,clean_pool,b645adf6509ecd0b996305dcfd0e7f934487ed880ff7158bd57eed13fb4b9828,16000,1,2,48000,3.0,-13.94,0.0838,0.0
7OHCOFFUamQ_seg_010.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_010.wav,7OHCOFFUamQ,010,normal_speech,clean_pool,13d39fc157750ccdce394a80dbd9111b997bc05e69ea52364e8326d4ff827e2f,16000,1,2,48000,3.0,-14.36,0.0941,0.0
7OHCOFFUamQ_seg_011.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_011.wav,7OHCOFFUamQ,011,normal_speech,clean_pool,fad88b071b954e08dd1e75b09519d65127150b8b44078294496f69cd17cbcefd,16000,1,2,48000,3.0,-17.01,0.1902,0.0
7OHCOFFUamQ_seg_012.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_012.wav,7OHCOFFUamQ,012,normal_speech,clean_pool,e6e14e596a14388a8ddb83e924c3bc347420c1903a01a96c4d970413521e8545,16000,1,2,48000,3.0,-15.0,0.0942,0.0
7OHCOFFUamQ_seg_013.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_013.wav,7OHCOFFUamQ,013,normal_speech,clean_pool,5a9d87591f735488e8642cc7a23576bf5d62bb18c94044fe114c8b82802c26ca,16000,1,2,48000,3.0,-12.97,0.0816,0.0
7OHCOFFUamQ_seg_014.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_014.wav,7OHCOFFUamQ,014,normal_speech,clean_pool,8c438020bd1ea75b2718dc3383d1f0762b4b8fc9e99c5a62b2895c45758cfef4,16000,1,2,48000,3.0,-14.83,0.1192,0.0
7OHCOFFUamQ_seg_015.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_015.wav,7OHCOFFUamQ,015,normal_speech,clean_pool,afca8252ce615ced9b8d539bbf9fe21ac11acedab44d155b263bb0258baeb614,16000,1,2,48000,3.0,-15.52,0.1792,0.0
7OHCOFFUamQ_seg_016.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_016.wav,7OHCOFFUamQ,016,normal_speech,clean_pool,9c7d65e1709aefdbd53771ea39f3d58ae9a8e1bbc6635fa448e47e9c440f58a2,16000,1,2,48000,3.0,-15.47,0.081,0.0
7OHCOFFUamQ_seg_017.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_017.wav,7OHCOFFUamQ,017,normal_speech,clean_pool,50e148d0cf754b859d14f0284b63b5f8a67ed4f0eba95ddc8daae6ac8587285a,16000,1,2,48000,3.0,-14.95,0.1216,0.0
7OHCOFFUamQ_seg_018.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_018.wav,7OHCOFFUamQ,018,normal_speech,clean_pool,2db713527689919cb509b13ee2b32b95430221f22722fddca6e2b57e3f7f6b4f,16000,1,2,48000,3.0,-12.9,0.069,0.0
7OHCOFFUamQ_seg_019.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_019.wav,7OHCOFFUamQ,019,normal_speech,clean_pool,80ec9d1cad79304881b6d458993de6703e235eabd689616fe1d81f48dd15e2c8,16000,1,2,48000,3.0,-14.12,0.1111,0.0
7OHCOFFUamQ_seg_020.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_020.wav,7OHCOFFUamQ,020,normal_speech,clean_pool,ab60ab87d734f41597e03d44e65c9deac768e4300fb4f94dcbdc94ec968153e4,16000,1,2,48000,3.0,-13.78,0.1438,0.0
7OHCOFFUamQ_seg_021.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_021.wav,7OHCOFFUamQ,021,normal_speech,clean_pool,d903559f6631842cb8cc329a01d7633527a32a37bea30f33048930543474103e,16000,1,2,48000,3.0,-15.26,0.1318,0.0
7OHCOFFUamQ_seg_022.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_022.wav,7OHCOFFUamQ,022,normal_speech,clean_pool,ab74f5d9dd108054002ac60f879b1f253dd9210039082fa3f9b02686fea3d39c,16000,1,2,48000,3.0,-15.17,0.1121,0.0
7OHCOFFUamQ_seg_023.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_023.wav,7OHCOFFUamQ,023,normal_speech,clean_pool,9da557171ddd63f6a5920341a09093a672db47e1dfdf9056a228f65898b6d88e,16000,1,2,48000,3.0,-14.89,0.1025,0.0
7OHCOFFUamQ_seg_024.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_024.wav,7OHCOFFUamQ,024,normal_speech,clean_pool,4993fe007df52f3568766ea5d0df90901c79bc547496cf9ef7e39fba7d67e927,16000,1,2,48000,3.0,-16.41,0.1471,0.0
7OHCOFFUamQ_seg_025.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_025.wav,7OHCOFFUamQ,025,normal_speech,clean_pool,823b0c2c609c5d527c8415b694425849bb15c5a8d25c4d7a6577d2f4b478eac9,16000,1,2,48000,3.0,-13.67,0.094,0.0
7OHCOFFUamQ_seg_026.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_026.wav,7OHCOFFUamQ,026,normal_speech,clean_pool,677d012b9ead2ad9c203219cfeb84f1d882b4a3614ab75400f5aef7add647b88,16000,1,2,48000,3.0,-14.87,0.1437,0.0
7OHCOFFUamQ_seg_027.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_027.wav,7OHCOFFUamQ,027,normal_speech,clean_pool,7260a10b68fb0b21185b8f6f3d159e3dc22b68b769ff57e42fb5c1093c3c1db3,16000,1,2,48000,3.0,-15.0,0.142,0.0
7OHCOFFUamQ_seg_028.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_028.wav,7OHCOFFUamQ,028,normal_speech,clean_pool,c3d3aa0581619ed2dfd5674ff3ef87ac3cdb2ea44066f4996fba9e1615764f74,16000,1,2,48000,3.0,-14.73,0.1153,0.0
7OHCOFFUamQ_seg_029.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_029.wav,7OHCOFFUamQ,029,normal_speech,clean_pool,f03644b1842e0aef2e609ffa382a5434fc4a73a206e4f99226e09f7dabfac4af,16000,1,2,48000,3.0,-15.42,0.2898,0.0
7OHCOFFUamQ_seg_030.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_030.wav,7OHCOFFUamQ,030,normal_speech,clean_pool,d95d39e7fc8b23a447fe3c6ee0cd920559944576d69a6746ff53feebc17c1e68,16000,1,2,48000,3.0,-15.06,0.0789,0.0
7OHCOFFUamQ_seg_031.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_031.wav,7OHCOFFUamQ,031,normal_speech,clean_pool,a6361857d673a7dbf017503cf4453e1730d85603342b3c34476fec32c6e2fee5,16000,1,2,48000,3.0,-15.69,0.1979,0.0
7OHCOFFUamQ_seg_032.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_032.wav,7OHCOFFUamQ,032,normal_speech,clean_pool,ebd1214194ceed2ee590000e87d0b20a17a1b31a7a62ef71d3c6c2898dc26aad,16000,1,2,48000,3.0,-14.34,0.2049,0.0
7OHCOFFUamQ_seg_033.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_033.wav,7OHCOFFUamQ,033,normal_speech,clean_pool,10066af2b122455bb126f201a87b87bc831d2e9e373e99fd7a5862739c5deb4c,16000,1,2,48000,3.0,-13.79,0.094,2.1e-05
7OHCOFFUamQ_seg_034.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_034.wav,7OHCOFFUamQ,034,normal_speech,clean_pool,1ff6def7f040e073e9437046160e764e188e14a995d9549df5d0927666b0981d,16000,1,2,48000,3.0,-14.62,0.2012,0.0
7OHCOFFUamQ_seg_035.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_035.wav,7OHCOFFUamQ,035,normal_speech,clean_pool,9416fbe72efefbbea978479ea4e6250318e5a22f5994917d5deeca6a9d9e909b,16000,1,2,48000,3.0,-13.88,0.1209,0.0
7OHCOFFUamQ_seg_036.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_036.wav,7OHCOFFUamQ,036,normal_speech,clean_pool,ad10f2d58459060364dc0a6c565609ca2d7261251b1bc191625964dacfba8e5b,16000,1,2,48000,3.0,-15.53,0.159,0.0
7OHCOFFUamQ_seg_037.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_037.wav,7OHCOFFUamQ,037,normal_speech,clean_pool,db9de680336fd4ee0057ba11dc2e8bdbf9c5bbfd2b404db987a2609eac611afa,16000,1,2,48000,3.0,-16.52,0.1644,0.0
7OHCOFFUamQ_seg_038.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_038.wav,7OHCOFFUamQ,038,normal_speech,clean_pool,8445ae931010d212434a1088a30310f062a796131ddbaf15b6c81bdd0e2de921,16000,1,2,48000,3.0,-14.41,0.195,0.0
7OHCOFFUamQ_seg_039.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_039.wav,7OHCOFFUamQ,039,normal_speech,clean_pool,53ad83889a2e8a9597c637152433710ca609d2923ac80071d143d5a93e344480,16000,1,2,48000,3.0,-14.37,0.165,0.0
7OHCOFFUamQ_seg_040.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_040.wav,7OHCOFFUamQ,040,normal_speech,clean_pool,13914b33187f791f8c3af2e0a74daf829042c56ba1003b3e48ad9336551ac9a0,16000,1,2,48000,3.0,-15.76,0.0947,0.0
7OHCOFFUamQ_seg_041.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_041.wav,7OHCOFFUamQ,041,normal_speech,clean_pool,171af6648feae9457330d50ce0b3edd4d4c09a5514bf67a593776ddbf53c34ce,16000,1,2,48000,3.0,-16.52,0.1242,0.0
7OHCOFFUamQ_seg_042.wav,data/interim/segmented_clean_relaxed/normal_speech/7OHCOFFUamQ_seg_042.wav,7OHCOFFUamQ,042,normal_speech,clean_pool,1746ef429bd160ebb9898780cd3de175480cebd7ae3e0eba36fd67ee4a4f2c05,16000,1,2,48000,3.0,-14.93,0.0923,0.0
